标题,开发商,房子信息,发布信息,售价/万,单价
中华园大三房 户型方正 采光通风好 满五唯一税费低,中华园教师村 -鹤山市,3室2厅 | 106.59平米 | 南 | 精装 | 高楼层(共8层)  | 板楼,1人关注 / 12天以前发布,19.5,"1,830元/平"
楼层好，采光充足，配套设施齐全.此房正常过户；,格林春天 -外海,3室2厅 | 95平米 | 南 | 毛坯 | 高楼层(共17层)  | 板塔结合,0人关注 / 7个月以前发布,90,"9,474元/平"
保利中央花园中韵四室两厅双套间220平大洋房,保利中央花园中韵 -鹤山市,4室2厅 | 220平米 | 东南 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,5人关注 / 10个月以前发布,230,"10,455元/平"
中宇花园高层毛坯3房，喜欢高层的你怎么错过！来来来,保利·中宇花园 -滨江新区,3室2厅 | 90.11平米 | 南 | 毛坯 | 高楼层(共33层)  | 塔楼,2人关注 / 5个月以前发布,114.5,"12,707元/平"
鹤山爱琴湾 88平温馨三房  通风采光好,爱琴湾 -鹤山市,3室2厅 | 88平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,0人关注 / 一年前发布,66.8,"7,591元/平"
春树里大三房 全新装修无住过 中间楼层视野开阔,时代春树里 -鹤山市,3室2厅 | 119.91平米 | 南 北 | 精装 | 中楼层(共24层)  | 暂无数据,0人关注 / 4个月以前发布,92,"7,673元/平"
坚美园 一梯一户 真实房源 稀有户型,坚美园 -鹤山市,3室2厅 | 138平米 | 东南 | 毛坯 | 高楼层(共14层)  | 塔楼,8人关注 / 6个月以前发布,108,"7,827元/平"
新华城电梯小区 配套齐全楼下即是大昌,鹤山新华城 -鹤山市,3室2厅 | 112.91平米 | 南 | 毛坯 | 中楼层(共23层)  | 塔楼,0人关注 / 一年前发布,94.8,"8,397元/平"
鹤城工业城中芯——融创御府大面积对流四房户型,融创御府 -鹤山市,4室2厅 | 127平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 塔楼,2人关注 / 一年前发布,70,"5,512元/平"
邻近鹤山东部新城商圈公园一应俱全  交通便利,鹤山广场 -鹤山市,3室2厅 | 116.24平米 | 南 西北 | 精装 | 高楼层(共28层)  | 板楼,2人关注 / 11个月以前发布,108,"9,292元/平"
德兴园城市一号公馆 碧桂园物业 电梯中层大三房,城市一号 -鹤山市,3室2厅 | 95.75平米 | 北 | 毛坯 | 高楼层(共26层)  | 板塔结合,0人关注 / 4个月以前发布,75,"7,833元/平"
此房旁边就是大润发，购物方便。电梯楼，户型方正..,城市一号 -鹤山市,3室2厅 | 86平米 | 南 | 毛坯 | 中楼层(共26层)  | 板塔结合,0人关注 / 5个月以前发布,71,"8,256元/平"
围仔村3房，房子够五年，生活配套完善,围仔村 -鹤山市,3室2厅 | 84.32平米 | 西 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,27.8,"3,297元/平"
户型方正，南向采光充足，价格优惠,爱琴湾 -鹤山市,3室1厅 | 98.8平米 | 南 | 毛坯 | 高楼层(共17层)  | 板塔结合,1人关注 / 一年前发布,57.8,"5,851元/平"
南湖壹号 3室2厅 北,南湖壹号 -枢纽新城,3室2厅 | 90平米 | 北 | 毛坯 | 高楼层(共28层)  | 暂无数据,0人关注 / 2个月以前发布,83,"9,223元/平"
江侨路华茵桂语3房无遮挡望花园景观靓！,华茵桂语 -滨江新区,3室2厅 | 98平米 | 北 | 毛坯 | 高楼层(共20层)  | 塔楼,0人关注 / 5个月以前发布,126,"12,858元/平"
笋盘骏凯豪庭二期精装3房，全新装修，业主诚心出售！,名冠骏凯豪庭二期 -经济开发,3室2厅 | 88.53平米 | 南 | 精装 | 中楼层(共28层)  | 板塔结合,5人关注 / 一年前发布,86,"9,715元/平"
越秀滨江·盛悦 3室2厅 南,越秀滨江·盛悦 -滨江新区,3室2厅 | 86平米 | 南 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 5个月以前发布,92.8,"10,791元/平"
时代春树里，环境优美， 紧靠中欧产业园 。,时代春树里 -鹤山市,3室2厅 | 119平米 | 南 北 | 精装 | 中楼层(共25层)  | 暂无数据,2人关注 / 11个月以前发布,83,"6,975元/平"
方直珑湖湾精装卖毛坯价 全屋家电 合适价格可议,方直·珑湖湾 -滨江新区,3室2厅 | 97.33平米 | 南 | 精装 | 低楼层(共27层)  | 塔楼,0人关注 / 4个月以前发布,110,"11,302元/平"
市区地段 新装修  户型对流  生活配套齐全,美景里 -江华港口,3室2厅 | 82平米 | 东南 南 | 精装 | 中楼层(共7层)  | 暂无数据,15人关注 / 8个月以前发布,46.8,"5,708元/平"
成熟路段 中低楼层 精装三房 拎包入住,中心南路 -中心城区,3室2厅 | 105平米 | 南 | 精装 | 中楼层(共8层)  | 暂无数据,1人关注 / 一年前发布,60,"5,715元/平"
尚城雅苑，二房，位置好，环境好,帕佳图尚城雅苑 -鹤山市,2室2厅 | 96平米 | 南 | 精装 | 高楼层(共29层)  | 板楼,2人关注 / 一年前发布,78,"8,125元/平"
海逸城邦，精装三房两卫，南向望万达夜景,海逸城邦 -北新区,3室2厅 | 99.44平米 | 东南 | 精装 | 高楼层(共26层)  | 塔楼,0人关注 / 一年前发布,167,"16,795元/平"
新华城大户型三房，格局方正，通风透光，业主诚心出售,鹤山新华城 -鹤山市,4室2厅 | 124平米 | 北 | 毛坯 | 低楼层(共29层)  | 塔楼,10人关注 / 一年前发布,105,"8,468元/平"
碧桂园骏景湾天汇精装3方，未入住，契税够2年可减税,碧桂园天汇 -鹤山市,3室2厅 | 123.7平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,1人关注 / 一年前发布,120,"9,701元/平"
只交契税   鹤山时代倾城  带装修3房  房产证在手,时代倾城（鹤山） -鹤山市,3室2厅 | 95.16平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,16人关注 / 一年前发布,70,"7,357元/平"
三房小户型，楼层靓，观花园风光,时代春树里 -鹤山市,3室2厅 | 84.55平米 | 南 | 精装 | 低楼层(共24层)  | 暂无数据,0人关注 / 6个月以前发布,61,"7,215元/平"
爱琴湾高层三房 采光好，无遮挡。,爱琴湾 -鹤山市,3室2厅 | 88平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,0人关注 / 一年前发布,59,"6,705元/平"
新城苑二区 市区 复式 精装修,新城苑二区 -鹤山市,5室2厅 | 255.45平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,5人关注 / 一年前发布,114.8,"4,495元/平"
三房小户型，楼层靓，观花园风光,时代春树里 -鹤山市,3室2厅 | 84.55平米 | 南 | 精装 | 低楼层(共24层)  | 暂无数据,0人关注 / 6个月以前发布,61,"7,215元/平"
爱琴湾高层三房 采光好，无遮挡。,爱琴湾 -鹤山市,3室2厅 | 88平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,0人关注 / 一年前发布,59,"6,705元/平"
时代春树里，环境优美， 紧靠中欧产业园 。,时代春树里 -鹤山市,3室2厅 | 119平米 | 南 北 | 精装 | 中楼层(共25层)  | 暂无数据,2人关注 / 11个月以前发布,83,"6,975元/平"
新城苑二区 市区 复式 精装修,新城苑二区 -鹤山市,5室2厅 | 255.45平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,5人关注 / 一年前发布,114.8,"4,495元/平"
此房源格局方正，采光充足，楼层好,时代倾城（鹤山） -鹤山市,3室2厅 | 93.44平米 | 南 | 精装 | 高楼层(共21层)  | 板楼,0人关注 / 11个月以前发布,71,"7,599元/平"
成熟小区管理，带精装，楼龄新， 格局靓,保利中央花园中嘉 -鹤山市,3室2厅 | 98平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,1人关注 / 一年前发布,96,"9,796元/平"
鹤山龙翔花园 采光充足 格局通透 明厨明卫,龙翔花园 -鹤山市,3室2厅 | 112平米 | 南 | 毛坯 | 高楼层(共17层)  | 平房,1人关注 / 一年前发布,68,"6,072元/平"
方直珑湖湾精装卖毛坯价 全屋家电 合适价格可议,方直·珑湖湾 -滨江新区,3室2厅 | 97.33平米 | 南 | 精装 | 低楼层(共27层)  | 塔楼,0人关注 / 4个月以前发布,110,"11,302元/平"
市区地段 新装修  户型对流  生活配套齐全,美景里 -江华港口,3室2厅 | 82平米 | 东南 南 | 精装 | 中楼层(共7层)  | 暂无数据,15人关注 / 8个月以前发布,46.8,"5,708元/平"
成熟路段 中低楼层 精装三房 拎包入住,中心南路 -中心城区,3室2厅 | 105平米 | 南 | 精装 | 中楼层(共8层)  | 暂无数据,1人关注 / 一年前发布,60,"5,715元/平"
尚城雅苑，二房，位置好，环境好,帕佳图尚城雅苑 -鹤山市,2室2厅 | 96平米 | 南 | 精装 | 高楼层(共29层)  | 板楼,2人关注 / 一年前发布,78,"8,125元/平"
海逸城邦，精装三房两卫，南向望万达夜景,海逸城邦 -北新区,3室2厅 | 99.44平米 | 东南 | 精装 | 高楼层(共26层)  | 塔楼,0人关注 / 一年前发布,167,"16,795元/平"
新华城大户型三房，格局方正，通风透光，业主诚心出售,鹤山新华城 -鹤山市,4室2厅 | 124平米 | 北 | 毛坯 | 低楼层(共29层)  | 塔楼,10人关注 / 一年前发布,105,"8,468元/平"
越秀滨江·盛悦 3室2厅 南,越秀滨江·盛悦 -滨江新区,3室2厅 | 86平米 | 南 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 5个月以前发布,92.8,"10,791元/平"
潮连 富隆居 2梯2户 低密度，大3房，看房方便,益丞富隆居 -潮连,3室2厅 | 123平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 暂无数据,1人关注 / 一年前发布,120,"9,757元/平"
潮连颐景园  电梯正规3房  毛坯 宽楼距,颐景苑 -潮连,3室2厅 | 126.06平米 | 南 | 毛坯 | 低楼层(共16层)  | 暂无数据,0人关注 / 一年前发布,105.9,"8,401元/平"
潮连人才岛 颐景苑 电梯中高层 3房2厅2卫 准新房,颐景苑 -潮连,3室2厅 | 96平米 | 东南 | 毛坯 | 中楼层(共16层)  | 塔楼,1人关注 / 10个月以前发布,95.9,"9,990元/平"
汇源新都中楼层靓位置毛坯房 适合婚房刚需房,奥园汇源新都 -鹤山市,3室2厅 | 87.15平米 | 北 | 毛坯 | 高楼层(共25层)  | 塔楼,0人关注 / 一年前发布,58.8,"6,747元/平"
全新装修未入住 高楼层 配套醇熟交通便利,江海怡景湾 -府西,3室2厅 | 87.2平米 | 北 | 简装 | 中楼层(共30层)  | 暂无数据,0人关注 / 4个月以前发布,111,"12,730元/平"
小区管理 电梯洋房 户型方正 采光充足,凤山水岸2期誉城 -双龙,3室2厅 | 88平米 | 南 | 毛坯 | 高楼层(共24层)  | 塔楼,0人关注 / 5个月以前发布,85,"9,660元/平"
乐民邨 三房两厅 税费低 随时可约看,乐民邨 -鹤山市,3室2厅 | 80平米 | 南 | 精装 | 高楼层(共8层)  | 板塔结合,48人关注 / 一年前发布,15,"1,875元/平"
江海区  外海小户型两房适合已婚，未婚，老人，,悦海轩 -外海,3室2厅 | 88.35平米 | 南 北 | 毛坯 | 高楼层(共19层)  | 板塔结合,6人关注 / 一年前发布,73,"8,263元/平"
高楼层大三房84XX元，主阳台无遮挡，景靓采光好,碧桂园天汇 -鹤山市,3室2厅 | 120.05平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,5人关注 / 一年前发布,100,"8,330元/平"
碧桂园桐林人家别墅，带花园，位置好,碧桂园-桐林人家 -鹤山市,5室2厅 | 215.37平米 | 东南 | 精装 | 低楼层(共3层)  | 暂无数据,20人关注 / 一年前发布,216,"10,030元/平"
新华城 南北对流 采光通透 交通方便 生活便利,鹤山新华城 -鹤山市,3室2厅 | 117.33平米 | 南 | 毛坯 | 高楼层(共29层)  | 塔楼,3人关注 / 一年前发布,110,"9,376元/平"
东区   3房    通透格局   含家私电器   业主诚意出售,东庆南路 -中心城区,3室2厅 | 64.8平米 | 南 | 精装 | 高楼层(共8层)  | 暂无数据,2人关注 / 一年前发布,46.8,"7,223元/平"
碧桂园柏丽湾 四房 邻靠鹤山公园  单价比高！,碧桂园公园1号柏丽湾 -鹤山市,4室2厅 | 132.11平米 | 南 | 简装 | 高楼层(共18层)  | 塔楼,0人关注 / 10个月以前发布,88,"6,662元/平"
房屋格局方正，通风采光好，南北对流，小区绿化好,清华苑·君汇 -鹤山市,4室2厅 | 109.55平米 | 南 | 其他 | 中楼层(共23层)  | 暂无数据,0人关注 / 一年前发布,70,"6,390元/平"
业主诚出  交通便利 生活配套齐全,江海怡景湾 -府西,4室2厅 | 120.54平米 | 南 | 简装 | 低楼层(共30层)  | 暂无数据,0人关注 / 3个月以前发布,145,"12,030元/平"
嘉悦名都  配套完善 三房两厅 笋,嘉悦名都 -鹤山市,3室2厅 | 97平米 | 南 | 精装 | 高楼层(共8层)  | 暂无数据,5人关注 / 一年前发布,48,"4,949元/平"
嘉悦名都  配套完善 三房两厅 笋,嘉悦名都 -鹤山市,3室2厅 | 97平米 | 南 | 精装 | 高楼层(共8层)  | 暂无数据,5人关注 / 一年前发布,48,"4,949元/平"
翡翠华府  精装3房 家私电器全 看房方便,翡翠华府(江海区) -外海,3室2厅 | 99.5平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,1人关注 / 一年前发布,110,"11,056元/平"
业主诚出  交通便利 生活配套齐全,江海怡景湾 -府西,4室2厅 | 120.54平米 | 南 | 简装 | 低楼层(共30层)  | 暂无数据,0人关注 / 3个月以前发布,145,"12,030元/平"
小区管理 电梯洋房 户型方正 采光充足,凤山水岸2期誉城 -双龙,3室2厅 | 88平米 | 南 | 毛坯 | 高楼层(共24层)  | 塔楼,0人关注 / 5个月以前发布,85,"9,660元/平"
双紫茶 户型方正 小区管理好 配套完善 生活交通便利,海逸城邦 -北新区,3室2厅 | 107平米 | 南 | 精装 | 低楼层(共26层)  | 塔楼,4人关注 / 一年前发布,138.8,"12,972元/平"
方直中高楼层，望小区，景观房采光充足，十分适合居住,方直·珑湖湾 -滨江新区,4室2厅 | 125平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,0人关注 / 一年前发布,183,"14,640元/平"
新上绿茵高尔夫 双紫茶 南向 旺中带静 配套完善,帕佳图绿茵高尔夫 -滨江新区,3室2厅 | 90.25平米 | 南 | 精装 | 高楼层(共31层)  | 塔楼,0人关注 / 7个月以前发布,138,"15,291元/平"
天英月珑湾小三房 南北对流 望小区园林 中间位置,天英·月珑湾 -滨江新区,3室2厅 | 98.43平米 | 北 | 毛坯 | 低楼层(共17层)  | 塔楼,0人关注 / 3个月以前发布,98,"9,957元/平"
潮连 甘兰苑小区 精装修3房2厅2卫 景观靓,甘兰苑 -潮连,3室2厅 | 137平米 | 南 | 精装 | 高楼层(共17层)  | 暂无数据,1人关注 / 一年前发布,156,"11,387元/平"
时代倾城中楼层三房，小区大且优美，近佛山,时代倾城（鹤山） -鹤山市,3室2厅 | 80平米 | 北 | 精装 | 中楼层(共21层)  | 板楼,0人关注 / 一年前发布,69.8,"8,725元/平"
绿茵高尔夫 双紫茶 旺中带静 配套完善 交通便利,帕佳图绿茵高尔夫 -滨江新区,3室2厅 | 89.97平米 | 南 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 6个月以前发布,138,"15,339元/平"
双紫茶 户型方正 南北对流 阳台望高尔夫景 配套齐全,帕佳图绿茵高尔夫 -滨江新区,3室2厅 | 104平米 | 北 南 | 精装 | 低楼层(共31层)  | 塔楼,1人关注 / 一年前发布,165,"15,866元/平"
天悦星院，包含一个有证车位，毛坯四房，双紫茶,天悦星院 -滨江新区,4室2厅 | 139.69平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,3人关注 / 一年前发布,172.5,"12,349元/平"
交通便利，户型方正，价格好谈，,金朗花园 -杜阮,3室2厅 | 108平米 | 南 | 精装 | 高楼层(共8层)  | 暂无数据,0人关注 / 5个月以前发布,55,"5,093元/平"
新上岭南印象2期 毛坯高层 阳台南向无遮挡,岭南印象 -双龙,3室2厅 | 111.48平米 | 南 | 毛坯 | 高楼层(共25层)  | 暂无数据,0人关注 / 8个月以前发布,122.8,"11,016元/平"
房业主亏本价诚心出售采光通风好双紫茶，南向望西江河,天悦星院 -滨江新区,4室2厅 | 140平米 | 东南 | 精装 | 中楼层(共32层)  | 暂无数据,9人关注 / 一年前发布,168,"12,000元/平"
滨江新区 保利二期舒适三房中层,保利·中汇花园二期 -滨江新区,3室2厅 | 87.99平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,1人关注 / 7个月以前发布,120,"13,638元/平"
爱琴湾 三房两厅  采光好 中间楼层 近一汇新天地,爱琴湾 -鹤山市,3室2厅 | 89.46平米 | 南 | 毛坯 | 中楼层(共17层)  | 平房,0人关注 / 3个月以前发布,57,"6,372元/平"
城市一号电梯高层实用3房，碧桂园物业管理，视野好,城市一号 -鹤山市,3室2厅 | 86.68平米 | 南 | 毛坯 | 高楼层(共23层)  | 塔楼,5人关注 / 一年前发布,75.5,"8,711元/平"
蓬苑里健步楼层，对流方正三房户型，看房方便,蓬苑里 -河南,3室2厅 | 112平米 | 南 | 简装 | 中楼层(共8层)  | 板塔结合,8人关注 / 一年前发布,59,"5,268元/平"
紫茶旁越秀天悦星院毛坯的大四房,天悦星院 -滨江新区,4室2厅 | 144平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,0人关注 / 6个月以前发布,189,"13,125元/平"
时代春树里 业主急售 原购价76万，现63万急转 未入住,时代春树里 -鹤山市,3室2厅 | 98平米 | 南 | 简装 | 低楼层(共33层)  | 板楼,5人关注 / 一年前发布,60,"6,123元/平"
碧桂园叠彩軒 3房2厅 南向户型,碧桂园-叠彩轩 -鹤山市,3室2厅 | 105平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,1人关注 / 一年前发布,64.3,"6,124元/平"
十里方圆九章精装三房，户型方正，风景靓。,十里方圆―九章 -鹤山市,3室2厅 | 106平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,1人关注 / 一年前发布,75,"7,076元/平"
博富名苑新会枢纽城芯地段，出门就是配套!交通便利,博富名苑 -枢纽新城,5室3厅 | 159平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 暂无数据,1人关注 / 7个月以前发布,238,"14,969元/平"
奥园汇源新都 四房户型  采光充足 格局好  24小时安保,奥园汇源新都 -鹤山市,4室2厅 | 138.96平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,7人关注 / 一年前发布,84,"6,045元/平"
松鹤剑桥荟，毛坯大三房，望江无遮挡，景观好,松鹤剑桥荟 -鹤山市,3室2厅 | 124平米 | 北 | 毛坯 | 高楼层(共31层)  | 暂无数据,1人关注 / 一年前发布,109,"8,791元/平"
