标题,开发商,房子信息,发布信息,售价/万,单价
房子是电梯房适合养老人居住人文素质高,蓝天中央公园 -市政府商圈,2室2厅 | 94.26平米 | 南 | 精装 | 高楼层(共31层)  | 塔楼,0人关注 / 15天以前发布,57.5,"6,101元/平"
晖达一期洋房3室2厅2卫好楼层诚心出售,晖达新世界一期 -西湖商圈,3室2厅 | 119.88平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,1人关注 / 4个月以前发布,117,"9,760元/平"
黄河大街金耀绿城小两室业主急售，价格可谈！,金耀绿城 -鼎立商圈,2室1厅 | 78.43平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,1人关注 / 3个月以前发布,41,"5,228元/平"
西湖印象 3室2厅 南 北,西湖印象 -橄榄城商圈,3室2厅 | 106平米 | 南 北 | 其他 | 高楼层(共27层)  | 板塔结合,0人关注 / 12天以前发布,89.5,"8,444元/平"
房子是三室两厅两卫 业主诚心出售 看房方便密码钥匙0,雅居乐金茂悦棠 -CBD商圈,3室2厅 | 104.47平米 | 南 | 其他 | 中楼层(共26层)  | 暂无数据,0人关注 / 9天以前发布,80,"7,658元/平"
房子精装修 可以拎包入住 业主比较好,郑开森林半岛 -万达商圈,3室2厅 | 143.66平米 | 南 | 其他 | 中楼层(共29层)  | 塔楼,0人关注 / 3个月以前发布,100,"6,961元/平"
3楼好楼层，品质小区，南北双阳台，好户型，配套齐全,橡树庄园 -青年城商圈,3室2厅 | 145.09平米 | 南 | 其他 | 中楼层(共4层)  | 板塔结合,17人关注 / 8个月以前发布,118,"8,133元/平"
晋河花园大三室南北通透采光较好居住舒适。,晋河花园 -万达商圈,3室2厅 | 143.21平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板楼,5人关注 / 一年前发布,70,"4,888元/平"
晖达新世界紫檀 3室2厅 南 北,晖达新世界紫檀 -西湖商圈,3室2厅 | 95平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,69,"7,264元/平"
出售龙亭北路九鼎頌园二楼3室2厅,九鼎頌園 -龙亭商圈,3室2厅 | 122.73平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,12人关注 / 一年前发布,86,"7,008元/平"
星光天地旁 金耀绿城复式带露台,金耀绿城 -鼎立商圈,3室2厅 | 67.64平米 | 南 西 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,48,"7,097元/平"
九大街 品质小区 永威梅隆公馆 永威物业  精装准新房,永威梅隆公馆 -万达商圈,3室2厅 | 116.98平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,14人关注 / 一年前发布,89,"7,609元/平"
有本随时过户，户型方正 动静分区  视野好,晖达新世界紫檀 -西湖商圈,3室2厅 | 126平米 | 西 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 15天以前发布,90,"7,143元/平"
业主急售，大三房，临西湖，小区环境一级棒，出行方便,枫华·金明府 -青年城商圈,3室2厅 | 133.2平米 | 南 北 | 其他 | 中楼层(共31层)  | 塔楼,1人关注 / 7个月以前发布,93,"6,982元/平"
品质小区。物业好。绿化赞，户型赞，适合居住,新晋美•悦都 -万达商圈,3室2厅 | 108.49平米 | 南 | 其他 | 高楼层(共21层)  | 板楼,2人关注 / 5个月以前发布,65,"5,992元/平"
刚交付半年的新小区，环境绿化好，户型好，价格合适。,中南林樾 -西湖商圈,3室2厅 | 108.64平米 | 南 北 | 其他 | 中楼层(共27层)  | 暂无数据,0人关注 / 1个月以前发布,82,"7,548元/平"
集英街一楼，三室两厅，低楼层，全明户型含储藏室,龙成香榭里花园 -开元商圈,3室2厅 | 118.33平米 | 南 | 其他 | 低楼层(共5层)  | 板塔结合,0人关注 / 1个月以前发布,80,"6,761元/平"
该房手续满两年没有大税，毛坯房可根据自己喜好来装修,西湖翠庭 -开元商圈,3室2厅 | 139.6平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板塔结合,1人关注 / 一年前发布,86,"6,161元/平"
电梯毛坯房，楼层好，带储藏室9平左右,晋开四季城 -四季城商圈,3室1厅 | 98.06平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,4人关注 / 5个月以前发布,65,"6,629元/平"
鑫汇花园 两室两厅一厨一卫 住宅型,鑫汇花园 -大王屯商圈,2室2厅 | 90平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 14天以前发布,38,"4,223元/平"
急售大三室采光不遮挡看房方便....,集英臻园 -万达商圈,3室2厅 | 125平米 | 南 北 | 其他 | 高楼层(共26层)  | 板塔结合,0人关注 / 13天以前发布,73,"5,840元/平"
此房电梯房 户型好 采光好 三室两厅,绿都上河城 -顺河商圈,3室2厅 | 89.82平米 | 南 | 精装 | 高楼层(共16层)  | 板塔结合,1人关注 / 9个月以前发布,59,"6,569元/平"
此房满五不唯一，交通便利，环境优美，生活方便,西湖水岸 -开元商圈,3室2厅 | 127.35平米 | 南 北 | 其他 | 低楼层(共15层)  | 板塔结合,0人关注 / 3个月以前发布,90,"7,068元/平"
开阀生活区西区 2室1厅 南 北,开阀生活区西区 -顺河商圈,2室1厅 | 68.28平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 1天以前发布,26,"3,808元/平"
此房南北通透，暖气已入户，三房精装好楼层,龙成香榭里花园 -开元商圈,3室2厅 | 134.85平米 | 南 北 | 其他 | 中楼层(共6层)  | 板塔结合,5人关注 / 6个月以前发布,84,"6,230元/平"
户型好，生活便利，小区环境优美,郑开碧桂园 -万达商圈,4室2厅 | 144.14平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,2人关注 / 7个月以前发布,195,"13,529元/平"
公园路东街 2室1厅 南,公园路东街 -顺河商圈,2室1厅 | 43平米 | 南 | 简装 | 高楼层(共5层)  | 暂无数据,0人关注 / 2天以前发布,11,"2,559元/平"
毛坯电梯房三室两厅一厨一卫，边户南北通透,绿都上河城 -顺河商圈,3室2厅 | 93.8平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 板塔结合,5人关注 / 8个月以前发布,58,"6,184元/平"
三室两厅带暖气含二十多平储藏室，随时看房,永兴苑 -市政府商圈,3室2厅 | 131.66平米 | 南 | 简装 | 高楼层(共5层)  | 板塔结合,7人关注 / 7个月以前发布,51.5,"3,912元/平"
橡树庄园电梯小高层一梯两户  看房方便,橡树庄园 -青年城商圈,3室2厅 | 139.9平米 | 南 | 其他 | 中楼层(共12层)  | 板塔结合,1人关注 / 4个月以前发布,99,"7,077元/平"
碧水蓝城二期惬意小高层精装带家具家电,碧水蓝城二期 -集英街商圈,3室2厅 | 124.2平米 | 南 北 | 其他 | 低楼层(共18层)  | 塔楼,2人关注 / 一年前发布,100,"8,052元/平"
龙成御园 精装修一天未住此房，带阁楼有钥匙看房方便,龙成御苑 -橄榄城商圈,2室2厅 | 91.69平米 | 南 | 其他 | 高楼层(共11层)  | 板塔结合,0人关注 / 2个月以前发布,43,"4,690元/平"
开阀生活区西区 2室1厅 南 北,开阀生活区西区 -顺河商圈,2室1厅 | 68.28平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 1天以前发布,26,"3,808元/平"
此房户型好，格局好，楼层好视野开阔，采光充足,翠庭尚都 -龙亭商圈,3室1厅 | 115.68平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,101,"8,731元/平"
万达旁，西湖边，五室四卫，通透采光好，,新晋美•悦都 -万达商圈,5室2厅 | 192平米 | 南 | 毛坯 | 高楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,138,"7,188元/平"
橡树庄园，精装修三室，拎包入住，无抵押，诚心出售。,橡树庄园 -青年城商圈,3室2厅 | 109.37平米 | 南 北 | 其他 | 中楼层(共27层)  | 板塔结合,4人关注 / 4个月以前发布,82,"7,498元/平"
东方今典御府 经典户型 公摊只有21% 边户通风采光好,东方今典御府 -西湖商圈,3室2厅 | 117平米 | 南 | 其他 | 高楼层(共33层)  | 板塔结合,14人关注 / 8个月以前发布,82,"7,009元/平"
温莎尚郡小区环境优美，交通便利配套成熟,温莎尚郡 -集英街商圈,3室2厅 | 119.94平米 | 南 | 毛坯 | 中楼层(共26层)  | 板塔结合,60人关注 / 一年前发布,82,"6,837元/平"
龙亭旁 世纪豪园 顶层复式 满五唯一 随时看房！,世纪豪苑 -龙亭商圈,4室2厅 | 178平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,17人关注 / 9个月以前发布,155,"8,708元/平"
碧水蓝城二期惬意小高层精装带家具家电,碧水蓝城二期 -集英街商圈,3室2厅 | 124.2平米 | 南 北 | 其他 | 低楼层(共18层)  | 塔楼,2人关注 / 一年前发布,100,"8,052元/平"
集英街一楼，三室两厅，低楼层，全明户型含储藏室,龙成香榭里花园 -开元商圈,3室2厅 | 118.33平米 | 南 | 其他 | 低楼层(共5层)  | 板塔结合,0人关注 / 1个月以前发布,80,"6,761元/平"
品质小区，精装修，业主诚心出售！,永威梅隆公馆 -万达商圈,3室2厅 | 100.49平米 | 南 | 简装 | 中楼层(共18层)  | 板塔结合,6人关注 / 4个月以前发布,75,"7,464元/平"
永威物业，园林小区，2室2厅1卫，85.92平方米,伟宏天境 -北站商圈,2室2厅 | 85.92平米 | 南 北 | 其他 | 中楼层(共11层)  | 板塔结合,0人关注 / 1天以前发布,60,"6,984元/平"
临大梁门   3室1厅  简单装修,西关北街 -龙亭商圈,3室1厅 | 78.65平米 | 东 南 | 简装 | 中楼层(共5层)  | 板塔结合,17人关注 / 一年前发布,31.5,"4,006元/平"
户型方正，无浪费面积 客厅连接南阳台，设计合理,青年城 -青年城商圈,2室1厅 | 88.04平米 | 南 | 其他 | 中楼层(共24层)  | 板塔结合,0人关注 / 6天以前发布,53,"6,020元/平"
帝湖世家 4室2厅 南 北,帝湖世家 -集英街商圈,4室2厅 | 196平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,1人关注 / 28天以前发布,160,"8,164元/平"
永合丽景4-2-1-2 185.00m² 185 万,永合丽景 -市政府商圈,4室2厅 | 184.57平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,2人关注 / 一年前发布,143,"7,748元/平"
此房临街两层一楼门面房，二楼住宅,裕康苑 -火车站商圈,3室2厅 | 196.43平米 | 西北 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 5个月以前发布,140,"7,128元/平"
视野宽阔，采光充足，配套齐全，交通便利，70年产权.,埃菲尔公馆 -鼎立商圈,4室2厅 | 138.61平米 | 南 | 其他 | 高楼层(共19层)  | 板塔结合,0人关注 / 7个月以前发布,111,"8,009元/平"
老城区繁华地段，采光好，配套设施齐全，交通便利,京苑小区 -海洋馆商圈,4室2厅 | 137.85平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,60,"4,353元/平"
世纪豪苑 4室3厅 东南,世纪豪苑 -龙亭商圈,4室3厅 | 82.34平米 | 东南 | 其他 | 低楼层(共5层)  | 板楼,0人关注 / 4个月以前发布,246,"29,877元/平"
晋河花园，3室2厅，户型布局合理，采光充足！全明设计,晋河花园 -万达商圈,3室2厅 | 143.21平米 | 南 北 | 其他 | 低楼层(共27层)  | 板楼,0人关注 / 一年前发布,85,"5,936元/平"
迎宾路大四居 两厅 业主诚售 单价5000,迎宾路64号 -相国寺商圈,4室2厅 | 164平米 | 北 南 | 其他 | 中楼层(共8层)  | 板楼,3人关注 / 9个月以前发布,77,"4,696元/平"
独栋别墅，坐落河边，风景好，交通便利,孙李唐村 -龙亭商圈,4室2厅 | 221.14平米 | 南 | 其他 | 低楼层(共2层)  | 暂无数据,2人关注 / 7个月以前发布,211,"9,542元/平"
长城雅苑6楼 三室两厅两卫，价格可议商量,长城雅园 -大王屯商圈,3室2厅 | 127平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,69,"5,434元/平"
滨河家园房本面积197平五室，南北通透，有80平大露台,滨河佳园 -大王屯商圈,5室2厅 | 197.46平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 6个月以前发布,91,"4,609元/平"
4房  中间楼层   采光好      户型好,桦亮小区 -相国寺商圈,4室2厅 | 115.71平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,2人关注 / 7个月以前发布,45,"3,890元/平"
三开间朝南，采光好，楼顶已全部搭好防水已做好,大王屯B区中行家属院 -大王屯商圈,3室2厅 | 102.3平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,3人关注 / 一年前发布,44.5,"4,350元/平"
开元华庭4室小高层精装修南边是别墅前面无遮挡,开元华庭 -开元商圈,4室2厅 | 186.02平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,14人关注 / 一年前发布,219,"11,773元/平"
共七层，这套房是六楼，生话便利，交通方便。,天盛花园 -火车站商圈,3室2厅 | 134.25平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,1人关注 / 7个月以前发布,50.5,"3,762元/平"
此房采光好，采光无遮挡，屋内通风好,龙成香榭里花园 -开元商圈,4室2厅 | 177.5平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,150,"8,451元/平"
房东诚意出售，价格可小刀。欢迎看房,电业局家属院 -开元商圈,4室2厅 | 124平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,2人关注 / 7个月以前发布,76.5,"6,170元/平"
老城区电梯洋房，一梯一户，四开间朝南 拎包入住,世纪豪苑 -龙亭商圈,4室2厅 | 164.54平米 | 南 北 | 其他 | 中楼层(共4层)  | 板楼,3人关注 / 7个月以前发布,198,"12,034元/平"
业主诚心出售，大平层，一梯一户。,郑开碧桂园 -万达商圈,5室2厅 | 266.74平米 | 南 北 | 其他 | 低楼层(共17层)  | 板塔结合,1人关注 / 2个月以前发布,265,"9,935元/平"
此房户型好，阳光充足，布局合理，设施齐全 优质房源,大王屯路 -大王屯商圈,5室3厅 | 179.29平米 | 南 北 | 其他 | 低楼层(共2层)  | 暂无数据,0人关注 / 3个月以前发布,116.8,"6,515元/平"
精装四室中间楼层，三大街好位置，房东急售。,新龙御都国际 -西湖商圈,4室2厅 | 150.16平米 | 南 | 其他 | 中楼层(共29层)  | 板塔结合,0人关注 / 17天以前发布,112,"7,459元/平"
金明小区，好楼层，产权清晰，随时过户。,金明小区 -市政府商圈,3室1厅 | 87.72平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,51.5,"5,871元/平"
房东诚意出售，看房方便。有意者价格可小刀。,晋安苑小区 -市政府商圈,3室2厅 | 120.6平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 6个月以前发布,58.5,"4,851元/平"
西城墙内多层住宅小区，带露台，可拎包住！业主诚售！,欧立花园 -相国寺商圈,3室2厅 | 144平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,5人关注 / 一年前发布,81,"5,625元/平"
电业局小区，中间楼层，三个卧室朝南，无大税。,电业局生活小区 -市政府商圈,4室2厅 | 124平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 7个月以前发布,78,"6,291元/平"
东方今典御府五室两厅 中等装修，有本，无大税,东方今典御府 -西湖商圈,5室2厅 | 158.39平米 | 南 北 | 其他 | 低楼层(共33层)  | 塔楼,15人关注 / 一年前发布,130,"8,208元/平"
：配套齐全，无抵押，全明户型装修好，诚意出售,世纪豪苑 -龙亭商圈,5室2厅 | 177.43平米 | 南 | 其他 | 高楼层(共5层)  | 板楼,27人关注 / 一年前发布,165.5,"9,328元/平"
龙庭湖高档小区顶楼复式  带南北双露台 业主诚心出售,世纪豪苑 -龙亭商圈,6室3厅 | 227.38平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,6人关注 / 一年前发布,280,"12,315元/平"
精装修  顶层有大楼台  房东诚心出售,康平家园 -鼎立商圈,4室2厅 | 150平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 11个月以前发布,80,"5,334元/平"
大四室无缺角，格局好，带地下多功能厅，实用面积多,郑开橄榄城二期 -西湖商圈,4室2厅 | 170.05平米 | 南 | 其他 | 低楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,260,"15,290元/平"
1.随时看房 随时过、诚心出售,华盟天河湾 -龙亭商圈,3室3厅 | 172平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 1个月以前发布,136,"7,907元/平"
集英街郑开大道旁开元上城4室大户型,开元上城 -集英街商圈,4室2厅 | 145平米 | 南 北 | 其他 | 高楼层(共33层)  | 板塔结合,3人关注 / 一年前发布,139,"9,587元/平"
兴康苑 5室3厅 南,兴康苑 -鼎立商圈,5室3厅 | 257平米 | 南 | 其他 | 低楼层(共2层)  | 暂无数据,0人关注 / 6个月以前发布,315,"12,257元/平"
田园小区4室2厅，简装，有本，随时看房,田园小区 -相国寺商圈,4室2厅 | 163平米 | 南 | 其他 | 低楼层(共3层)  | 板楼,8人关注 / 一年前发布,116,"7,117元/平"
小南门里，顶层另+40平阁楼+储藏室，小区双水双气,广裕花园 -海洋馆商圈,3室1厅 | 127平米 | 东 西 | 其他 | 高楼层(共7层)  | 板塔结合,14人关注 / 一年前发布,55,"4,331元/平"
集英花园，地理位置好，配套完善,集英花园 -开元商圈,4室2厅 | 141.53平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,88.5,"6,254元/平"
金明花园三楼四室二厅二卫，带28平储藏室,金明花園 -开元商圈,4室2厅 | 157.9平米 | 南 | 其他 | 中楼层(共6层)  | 塔楼,9人关注 / 6个月以前发布,93.5,"5,922元/平"
开元广场荣勋花园带露台可看到金明池,荣勋花园 -开元商圈,5室2厅 | 197.02平米 | 南 北 | 其他 | 高楼层(共7层)  | 塔楼,0人关注 / 7个月以前发布,120,"6,091元/平"
