标题,开发商,房子信息,发布信息,售价/万,单价
阳光六层，精装两居，户型方正，价格美丽,税苑小区 -金桥商圈,2室2厅 | 114.1平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,13人关注 / 10个月以前发布,85,"7,450元/平"
新华大街 摩尔城商圈 奈伦国际182平 大三居 拎包入住,奈伦国际 -光华街商圈,3室2厅 | 182.3平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,5人关注 / 一年前发布,205,"11,246元/平"
新公馆 精装修 拎包入住 家具家电都留大学东路,新公馆 -桥华商圈,4室2厅 | 240平米 | 南 北 | 精装 | 低楼层(共28层)  | 板楼,3人关注 / 一年前发布,360,"15,000元/平"
昭君花园 六带七 五年外房本 七居室 四世同堂全天采光,昭君花园 -长乐宫商圈,7室2厅 | 254平米 | 南 北 | 毛坯 | 6层  | 板塔结合,3人关注 / 一年前发布,210,"8,268元/平"
此房 南北通通风好， 六居中间楼层，上下层高一样,检察院小区(格根东街) -金桥商圈,6室2厅 | 238平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,1人关注 / 6个月以前发布,215,"9,034元/平"
巨华朗域80万精装修大四居全天采光无遮挡东风路地铁口,巨华·朗域 -东风路商圈,3室2厅 | 178.25平米 | 北 | 精装 | 高楼层(共28层)  | 塔楼,7人关注 / 一年前发布,240,"13,465元/平"
巨海城六区 精装3+4+5带露台俩 年外房本 过户费低,巨华·巨海城6区 -巨海城商圈,5室3厅 | 298平米 | 南 北 | 精装 | 中楼层(共4层)  | 板楼,5人关注 / 一年前发布,425,"14,262元/平"
复式  6室精装修 全天采光  6米挑高客厅,锦绣福源C区 -新华联商圈,6室2厅 | 336平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,35人关注 / 一年前发布,450,"13,393元/平"
大学路片 户型方正全天采光 非顶楼带露台哦,银河小区(赛罕区) -大学路商圈,3室2厅 | 154.57平米 | 南 北 | 毛坯 | 6层  | 板楼,2人关注 / 4个月以前发布,163,"10,546元/平"
观音寺  富贵国际  单价7900元  房本在手  可按揭,富贵国际 -南茶坊商圈,3室2厅 | 177平米 | 南 | 毛坯 | 高楼层(共5层)  | 板楼,1人关注 / 5个月以前发布,140,"7,910元/平"
三阳开泰 户型好 健康楼层  不把边 不临街 五年外,祥泰花園 -光华街商圈,3室2厅 | 131平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,111,"8,474元/平"
此房满五唯一 采光充足 使用空间大。复式。3带4格局好,中央美墅 -团结商圈,4室2厅 | 234平米 | 南 北 | 简装 | 上叠(共4层)  | 板楼 | 叠拼别墅 ,8人关注 / 一年前发布,210,"8,975元/平"
房本五年外，配套齐全，出行方便。,名都·枫景 -成吉思汗东商圈,4室1厅 | 273平米 | 南 北 | 其他 | 中楼层(共5层)  | 塔楼,4人关注 / 4个月以前发布,273,"10,000元/平"
市医院旁，运动楼层带露台，单价低可贷款,科苑佳园 -万锦商圈,3室3厅 | 135平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,95,"7,038元/平"
半山半水洋房 实用面积大 看房方便,半山半水 -金川开发区,3室1厅 | 204.01平米 | 南 北 | 精装 | 高楼层(共4层)  | 塔楼,0人关注 / 4个月以前发布,140,"6,863元/平"
电力家园电梯高层 带阁楼 山下300平,电力家园 -锡小商圈,3室2厅 | 164.8平米 | 南 西 北 | 简装 | 高楼层(共18层)  | 塔楼,8人关注 / 一年前发布,197,"11,954元/平"
大平米五居复式结构，户型方正，采光好，精装修。,东岸国际二期 -东岸商圈,5室3厅 | 350平米 | 南 北 | 精装 | 高楼层(共10层)  | 板楼,6人关注 / 一年前发布,500,"14,286元/平"
复式结构，私密性高，大露台，新空毛坯,博园 -东岸商圈,4室1厅 | 220平米 | 南 | 简装 | 高楼层(共15层)  | 板塔结合,16人关注 / 一年前发布,225,"10,228元/平"
中间楼层 河景房  环境好 位置好,地矿金岸小区 -绿地金隅商圈,5室3厅 | 200平米 | 南 北 | 精装 | 中楼层(共17层)  | 暂无数据,11人关注 / 一年前发布,340,"17,000元/平"
"南北通透采光好,交通出行方便,户型格局佳,宜居",八一住宅小区 -八一商圈,3室2厅 | 118平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,56人关注 / 11个月以前发布,80,"6,780元/平"
万达摩尔城单价8600精装婚房拎包入住带全套家具家电,北垣东街 -团结商圈,1室1厅 | 35.66平米 | 北 | 精装 | 低楼层(共3层)  | 板楼,76人关注 / 一年前发布,31,"8,694元/平"
如意 香格里 2-1-1-1  94.85m²,香格里 -新华联商圈,2室1厅 | 94.85平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,2人关注 / 一年前发布,115,"12,125元/平"
新城区 润宇商圈 市建小区 中间楼层,市建小区(新城区) -海东路商圈,2室1厅 | 62.85平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,18人关注 / 一年前发布,64,"10,183元/平"
农大固定片  小平米 总价低 可按揭,林业小区 -桥华商圈,1室1厅 | 51.44平米 | 西 北 | 精装 | 低楼层(共3层)  | 暂无数据,3人关注 / 4个月以前发布,90,"17,497元/平"
低首付，好房，好楼层，业主急售！,生资楼 -工人北村商圈,2室1厅 | 80平米 | 南 | 简装 | 低楼层(共2层)  | 暂无数据,1人关注 / 一年前发布,70,"8,750元/平"
运动楼层，采光无遮挡，小区安静舒适。单价便宜,西铁小区 -工人北村商圈,2室1厅 | 55.48平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,37,"6,670元/平"
植物园地铁口 呼钢小区 三楼 南北通透 五年外有钥匙,呼钢小区东区 -工人北村商圈,2室1厅 | 76.49平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,71,"9,283元/平"
蒙幼 内蒙医院 二楼 先锋路 三十五 长乐宫 摩尔城,祖光小区 -驰誉商圈,2室1厅 | 59.41平米 | 南 北 | 毛坯 | 中楼层(共4层)  | 板楼,6人关注 / 11个月以前发布,55,"9,258元/平"
70年产权精装公寓  采光很不错  房本满五税少,万达广场C座公寓 -万达商圈,1室1厅 | 60.07平米 | 北 | 简装 | 低楼层(共27层)  | 塔楼,3人关注 / 9个月以前发布,54,"8,990元/平"
河西乌兰小区 2居室 单价1万,河西乌兰小区 -万达商圈,2室1厅 | 73.75平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,74,"10,034元/平"
大学路片内 东瓦窑 好楼层  实用空间大,送变电宿舍 -大学路商圈,2室1厅 | 78.8平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,8人关注 / 一年前发布,71,"9,011元/平"
此房精装修  朝西的户型  采光不错,青山水恋 -成吉思汗东商圈,2室2厅 | 129.17平米 | 北 | 简装 | 中楼层(共23层)  | 塔楼,6人关注 / 一年前发布,115,"8,903元/平"
房东真心出售时代华城，毛坯五带六,时代华城 -回民政府商圈,3室1厅 | 108.5平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 板楼,1人关注 / 一年前发布,70,"6,452元/平"
阳光楼层 居住舒适 可做婚房 可贷款 随时看房,糖厂家属院西区 -西货场商圈,2室1厅 | 68.76平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,4人关注 / 一年前发布,44,"6,400元/平"
中高楼层 全天采光 精装修 配套成熟 看房方便,金地家园 -中海商圈,2室1厅 | 106.53平米 | 南 | 精装 | 高楼层(共24层)  | 塔楼,4人关注 / 一年前发布,125,"11,734元/平"
竹园小区 东区   纯毛坯   易装修,竹园小区东区 -巨海城商圈,2室1厅 | 107.07平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,20人关注 / 一年前发布,115,"10,741元/平"
大学西街家乐福旁电梯中间楼层有房本可按揭,名都•中央广场 -大学路商圈,1室1厅 | 47.5平米 | 西北 | 简装 | 中楼层(共24层)  | 板楼,3人关注 / 一年前发布,45,"9,474元/平"
金隅时代城 2室2厅 南,金隅时代城 -绿地金隅商圈,2室2厅 | 97.69平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,8人关注 / 一年前发布,135,"13,820元/平"
新城区 铁路材料厂小区 海星九年一贯 摩尔城 地铁口,铁路材料厂小区 -海东路商圈,2室1厅 | 55.7平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,6人关注 / 一年前发布,46,"8,259元/平"
"低首付，业主诚信出售，看房方便，价格合理, 装修精美",沿河小区 -工人北村商圈,2室1厅 | 67.45平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,1人关注 / 一年前发布,48,"7,117元/平"
精装修 采光好，公园旁，地铁口，交通便利,供电局府兴营职工住宅楼 -八一商圈,2室1厅 | 64.69平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,55,"8,503元/平"
格局分布明确，楼层好*大落地. 采光充足配套设施齐全,检察院小区(格根东街) -金桥商圈,2室1厅 | 105.07平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,24人关注 / 一年前发布,107,"10,184元/平"
东落凤 运动楼层 有院子可停车,农行小区(新城区) -东落凤商圈,2室1厅 | 68.43平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,80,"11,691元/平"
双阳卧，采光好，不挡光， 空户 可按揭自主装修,绿地·公馆壹号 -绿地金隅商圈,2室1厅 | 90.67平米 | 南 | 简装 | 高楼层(共29层)  | 板楼,14人关注 / 一年前发布,146.5,"16,158元/平"
日出而作，日落而息、出小区门200米就是地铁口，,呼钢小区西区 -工人北村商圈,2室1厅 | 62.95平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,3人关注 / 10个月以前发布,55,"8,738元/平"
房子刀疤户型，中间楼层，   采光好，出行方便,西铁小区 -工人北村商圈,2室1厅 | 55平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,4人关注 / 一年前发布,36,"6,546元/平"
美墅城  毛坯 可随意装修  小区中间位置 中间楼层,万豪美墅城 -中海商圈,3室1厅 | 74.13平米 | 南 | 毛坯 | 中楼层(共21层)  | 板楼,15人关注 / 一年前发布,95,"12,816元/平"
新华大街 地铁口 电梯房 落凤 世贸晶钻,世贸晶钻 -东落凤商圈,2室2厅 | 80.69平米 | 东 | 精装 | 中楼层(共28层)  | 板楼,5人关注 / 9个月以前发布,85,"10,535元/平"
产权清晰 视野开阔 采光好 交通便利，毛坯随意装修,闻都世界城 -万锦商圈,1室0厅 | 56.26平米 | 南 | 毛坯 | 高楼层(共25层)  | 塔楼,0人关注 / 一年前发布,50,"8,888元/平"
小区环境好视野宽阔，交通配套方便,哲里木路社区人民印刷厂楼 -八一商圈,2室1厅 | 74.2平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,9人关注 / 一年前发布,71,"9,569元/平"
房主急售。房本在手！楼上楼下房子！诚心买随时能看,水木年华水务小区 -新华联商圈,1室1厅 | 46.53平米 | 东 | 精装 | 中楼层(共14层)  | 塔楼,36人关注 / 一年前发布,51,"10,961元/平"
视野广阔，采光充足，小区硬化绿化完善，居住舒适,宝丽家园 -工人北村商圈,1室1厅 | 42.52平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,1人关注 / 11个月以前发布,31,"7,291元/平"
信号厂工程小区 2室1厅 南,信号厂工程小区 -光明路商圈,2室1厅 | 55.56平米 | 南 | 简装 | 高楼层(共4层)  | 板楼,0人关注 / 一年前发布,32,"5,760元/平"
林场小区 业主急售 急降四万 农大北面 精装步梯二楼,林场 -驰誉商圈,2室1厅 | 55.28平米 | 南 北 | 精装 | 中楼层(共4层)  | 板楼,13人关注 / 一年前发布,67,"12,121元/平"
植物园地铁口 呼钢小区 地暖房 四楼 南北通透 近附院,呼钢小区东区 -工人北村商圈,2室1厅 | 67.78平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,6人关注 / 5个月以前发布,57,"8,410元/平"
党委三区四楼五年外房子税费低，无土地出让金,内蒙古党委办公厅综合楼商用房 -苏虎街商圈,2室1厅 | 57.21平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 10天以前发布,110,"19,228元/平"
金都园 3室2厅 南 北,金都园 -光华街商圈,3室2厅 | 132.8平米 | 南 北 | 简装 | 中楼层(共17层)  | 塔楼,0人关注 / 12天以前发布,150,"11,296元/平"
南门东河实验 北门地铁二号线 视野开阔,衡达 -市政府商圈,3室2厅 | 146.92平米 | 南 北 | 简装 | 低楼层(共18层)  | 板楼,1人关注 / 一年前发布,480,"32,671元/平"
青洲豪庭  有房本 能按揭 阳光楼层 采光无遮挡,青洲豪庭 -东岸商圈,3室1厅 | 132.03平米 | 南 北 | 简装 | 高楼层(共16层)  | 板塔结合,2人关注 / 一年前发布,128,"9,695元/平"
紧挨北京四中保全市场彩虹城天赋林溪馨康花园旺第嘉华,千家和众新家园 -金桥商圈,2室1厅 | 115.46平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,121,"10,480元/平"
房东急售 满五唯一 可贷款 可公积金 采光好,民生小区(北垣东街) -团结商圈,2室2厅 | 100.91平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,86,"8,523元/平"
电力.片. 带紧俏车位 嘉茂地铁口,无线电宿舍小区 -嘉茂商圈,2室1厅 | 67.32平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,76,"11,290元/平"
税费低 ，平米小，可按揭 锡林南路地铁口,市政管理处小区 -锡小商圈,2室1厅 | 60.6平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,70,"11,552元/平"
房东急售 满五唯一 可贷款 可公积金 采光好,民生小区(北垣东街) -团结商圈,2室2厅 | 100.91平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,86,"8,523元/平"
济隆小区，满五唯一，随时看房，出行便利,奇源济隆小区 -金川开发区,2室1厅 | 78.3平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,55,"7,025元/平"
新华 房子户型好 格局好 配套齐全 交通便利,内蒙古邮政局宿舍 -新华商圈,2室1厅 | 69.56平米 | 东 西 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,66,"9,489元/平"
房本5年外房本 国标户型 采光好可贷款,春雨北区 -桥华商圈,2室2厅 | 90.56平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,98,"10,822元/平"
润宇商圈 中间楼层 双阳卧室 满两年,捷屹社区 -海东路商圈,2室1厅 | 84.8平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,5人关注 / 一年前发布,75,"8,845元/平"
澳华，精装三居，层高3.3米，电梯中高层，不临街。,澳华·城市花园 -新华联商圈,3室2厅 | 133.54平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,6人关注 / 一年前发布,170,"12,731元/平"
万达二期精装30万通透两居室 急售！,万达广场二期二组团 -万达商圈,2室1厅 | 96.46平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,130,"13,478元/平"
五年外房本，户型好，环境优质，孝心一楼,河西乌兰小区 -万达商圈,2室1厅 | 74.41平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,70.7,"9,502元/平"
采光好，位置优越，视野宽阔 配套齐全,东达广场 -锡小商圈,1室1厅 | 156.64平米 | 南 北 | 简装 | 低楼层(共28层)  | 塔楼,3人关注 / 一年前发布,122,"7,789元/平"
一楼，进出方便，价格便宜，后面阿尔泰公园，菜市场，,畜产宿舍 -阿尔泰商圈,2室1厅 | 73.3平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 4个月以前发布,60,"8,186元/平"
松江 玫瑰郡 新城区 新城区 新城区,松江玫瑰郡 -成吉思汗东商圈,2室1厅 | 104.28平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,22人关注 / 一年前发布,119,"11,412元/平"
精装房，拎包入住，地铁口，配套齐全,青山水恋 -成吉思汗东商圈,3室1厅 | 79.32平米 | 东北 | 精装 | 高楼层(共24层)  | 塔楼,14人关注 / 一年前发布,120,"15,129元/平"
松江城水晶阁 新城区 新城区 新城区 新城区,松江城水晶阁 -成吉思汗东商圈,3室2厅 | 115.6平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,7人关注 / 一年前发布,130,"11,246元/平"
北山尽收眼底  东河傍身改善 大三居 双阳卧,舜和国际花园 -成吉思汗东商圈,3室2厅 | 153.66平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板楼,6人关注 / 一年前发布,156,"10,153元/平"
经纪人点评，交通便利，东二环，北二环快速路，,松江玫瑰郡 -成吉思汗东商圈,3室2厅 | 148.33平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,5人关注 / 一年前发布,165,"11,124元/平"
精装楼层好，满二带家具家电，室内储藏间，带车位。,泽信·加州华府东区 -成吉思汗东商圈,3室2厅 | 129.75平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,16人关注 / 一年前发布,200,"15,415元/平"
小区大部分居住都为老师人文素质高，物业很尽心,青山水恋 -成吉思汗东商圈,3室2厅 | 90.06平米 | 南 北 | 精装 | 中楼层(共21层)  | 板楼,2人关注 / 9个月以前发布,140,"15,546元/平"
新城区 爱民街 精装修2居室 电梯中间楼层,名都枫尚 -成吉思汗东商圈,2室1厅 | 90.08平米 | 南 | 简装 | 中楼层(共18层)  | 板塔结合,9人关注 / 一年前发布,103.5,"11,490元/平"
加州华府 简单装修 2室1厅 朝南,泽信▪加州华府 -成吉思汗东商圈,2室1厅 | 99.72平米 | 南 | 简装 | 低楼层(共18层)  | 板楼,2人关注 / 一年前发布,115,"11,533元/平"
