标题,开发商,房子信息,发布信息,售价/万,单价
宝能太古城 4室2厅 南,宝能太古城 -章江新区,4室2厅 | 135平米 | 南 | 其他 | 高楼层(共30层)  | 板楼,0人关注 / 3天以前发布,249,"18,445元/平"
书香华庭毛坯中楼层宽阔大五房出售,書香华庭 -南康区,5室2厅 | 143平米 | 南 | 毛坯 | 中楼层(共28层)  | 板楼,0人关注 / 2个月以前发布,123,"8,602元/平"
碧桂园小区  配套设施完善  交通便利,碧桂园天麓 -南康区,4室2厅 | 144平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 7个月以前发布,198,"13,750元/平"
城市广场四房、毛坯房、交通方便、人车分流、入住率好,城市广场 -南康区,3室2厅 | 141平米 | 东南 | 毛坯 | 低楼层(共16层)  | 板塔结合,2人关注 / 一年前发布,96,"6,809元/平"
精装大三房，双阳台，采光好，使用面积大。,恒辉大名城 -南康区,3室2厅 | 131平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 10个月以前发布,92,"7,023元/平"
家具城旁简单装修三房，满五唯一税费低，仅售42.9,新芙蓉花园 -南康区,3室2厅 | 88平米 | 东北 | 简装 | 中楼层(共8层)  | 板塔结合,4人关注 / 一年前发布,41,"4,660元/平"
居住舒适度高，交通便利，无遮挡，光线好,佳兴文峰花园 -南康区,4室2厅 | 134平米 | 南 | 毛坯 | 高楼层(共31层)  | 板楼,2人关注 / 一年前发布,105,"7,836元/平"
边套大4房，全明户型，中低楼层，园林景观。,远洋红星中央广场 -南康区,4室2厅 | 140平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,1人关注 / 8个月以前发布,110,"7,858元/平"
时代新城赣南大道旁毛坯电梯房大3房2厅2卫仅售59.8万,弘乾中茂时代新城一期 -南康区,3室2厅 | 127平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 暂无数据,1人关注 / 一年前发布,59.8,"4,709元/平"
此房户型方正，空气流通，居住舒适,凯旋城 -南康区,4室2厅 | 124平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,83.9,"6,767元/平"
佳和·睿智居 5室2厅 南,佳和·睿智居 -南康区,5室2厅 | 156.18平米 | 南 | 简装 | 高楼层(共7层)  | 板塔结合,1人关注 / 一年前发布,120,"7,684元/平"
户型方正，精装修，大四房，楼层好，采光充足,恒辉大景城 -南康区,4室2厅 | 151.62平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,108,"7,124元/平"
翡翠公馆 4室1厅 南 北,翡翠公馆 -南康区,4室1厅 | 136平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,130,"9,559元/平"
红星位置好，配套完善，边上有家具小镇，交通方便,远洋红星中央广场 -南康区,4室2厅 | 135平米 | 东南 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 11个月以前发布,110,"8,149元/平"
佳兴房子 南康面子 正四房带晒台 通透采光好,佳兴文峰花园 -南康区,4室2厅 | 134.8平米 | 南 | 毛坯 | 低楼层(共31层)  | 板楼,3人关注 / 一年前发布,138.8,"10,297元/平"
二房二厅二卫，电梯房，毛坯房，户型方正，满五唯一，,学府商街义乌铭苑 -于都县,2室1厅 | 79.65平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,63,"7,910元/平"
铭欣华府 3室2厅 南,铭欣华府 -黄金开发区,3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 6个月以前发布,114.9,"9,120元/平"
书香华庭毛坯中楼层宽阔大五房出售,書香华庭 -南康区,5室2厅 | 143平米 | 南 | 毛坯 | 中楼层(共28层)  | 板楼,0人关注 / 2个月以前发布,123,"8,602元/平"
龙岭街上有证套房  三房两厅 户型好   高楼层,汇丰花苑 -南康区,3室2厅 | 135.54平米 | 南 | 毛坯 | 高楼层(共7层)  | 暂无数据,0人关注 / 7个月以前发布,52,"3,837元/平"
凯旋城 4室2厅 南,凯旋城 -南康区,4室2厅 | 128平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,1人关注 / 10个月以前发布,87,"6,797元/平"
采光好视野开阔南康东山新中芯位置，未来理想生活地,远洋红星中央广场 -南康区,4室2厅 | 138.14平米 | 南 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 4个月以前发布,97,"7,022元/平"
五星公馆 3室2厅 南,五星公馆 -南康区,3室2厅 | 123.95平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合,1人关注 / 9个月以前发布,105,"8,472元/平"
电梯3房，买来未住过采光日照还挺好。精装保养较好,滨江相府 -站北区,3室2厅 | 105平米 | 南 | 简装 | 中楼层(共11层)  | 板楼,0人关注 / 3个月以前发布,110,"10,477元/平"
康中北校现房凤凰层，日照采光充足，精装修，拎包入住,珑玺湾 -南康区,3室1厅 | 89平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,0人关注 / 2个月以前发布,85.6,"9,618元/平"
小区环境优美，人车分流，密封式管理，纯板楼设计,美的爱康公园天下 -南康区,3室2厅 | 88.46平米 | 南 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,82,"9,270元/平"
此房格局方正，楼层好，视野广阔，光线充足，交通便利,文峰城 -南康区,4室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,2人关注 / 一年前发布,88.8,"7,048元/平"
体育公园旁品质小区毛坯三房诚意出售,天域半山豪庭 -南康区,3室2厅 | 105平米 | 南 | 毛坯 | 低楼层(共29层)  | 板塔结合,1人关注 / 一年前发布,99.8,"9,505元/平"
视野宽阔，采光充足，配套齐全，交通便利 文化广场,城市广场 -南康区,3室2厅 | 128平米 | 南 | 毛坯 | 低楼层(共16层)  | 板塔结合,6人关注 / 一年前发布,86.8,"6,782元/平"
碧       桂       园         洋房便宜卖！！,碧桂园天麓 -南康区,4室2厅 | 145平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,150,"10,345元/平"
龍祥城南花園 3室2厅 南,龍祥城南花園 -南康区,3室2厅 | 119.38平米 | 南 | 其他 | 中楼层(共31层)  | 板楼,0人关注 / 11个月以前发布,106,"8,880元/平"
书香华庭毛坯房出售 双阳台空气对流户型方正位置好,書香华庭 -南康区,4室2厅 | 121.5平米 | 南 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 10个月以前发布,125,"10,289元/平"
此房格局好，楼层好，视野宽阔采光充足,弘乾中茂时代新城一期 -南康区,3室2厅 | 127.08平米 | 东南 | 毛坯 | 中楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,70,"5,509元/平"
康中北校现房凤凰层，日照采光充足，精装修，拎包入住,珑玺湾 -南康区,3室1厅 | 89平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,0人关注 / 2个月以前发布,85.6,"9,618元/平"
五星公馆 3室2厅 南,五星公馆 -南康区,3室2厅 | 123.95平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合,1人关注 / 9个月以前发布,105,"8,472元/平"
精装大三房，双阳台，采光好，使用面积大。,恒辉大名城 -南康区,3室2厅 | 131平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 10个月以前发布,92,"7,023元/平"
二房二厅二卫，电梯房，毛坯房，户型方正，满五唯一，,学府商街义乌铭苑 -于都县,2室1厅 | 79.65平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,63,"7,910元/平"
南康东山新中芯位置，未来理想生活居住区。,城发东山之星 -南康区,3室2厅 | 96平米 | 东南 | 毛坯 | 中楼层(共26层)  | 暂无数据,2人关注 / 10个月以前发布,79,"8,230元/平"
此房南北通透 格局楼层好 大五房 采光充足 小区中间,迎宾苑 -南康区,3室2厅 | 115.42平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 暂无数据,2人关注 / 10个月以前发布,69.5,"6,022元/平"
玺宝城上城 4室2厅 南,玺宝城上城 -南康区,4室2厅 | 107平米 | 南 | 毛坯 | 低楼层(共30层)  | 板塔结合,0人关注 / 6个月以前发布,110,"10,281元/平"
经典大4房，有小区好停车，中间楼层,碧桂园天麓 -南康区,4室2厅 | 143平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,152,"10,630元/平"
凯旋城4房2厅2卫，业主置换诚意出售,凯旋城 -南康区,4室2厅 | 128平米 | 南 | 毛坯 | 低楼层(共32层)  | 板楼,0人关注 / 一年前发布,80,"6,250元/平"
此房价格优势明显、户型好业主诚心出售、看房有钥匙,五星公馆 -南康区,2室2厅 | 83平米 | 南 | 毛坯 | 低楼层(共31层)  | 板塔结合,11人关注 / 一年前发布,68,"8,193元/平"
南水国际 精装修 电梯楼层 花园小区现房,南水国际 -南康区,3室2厅 | 141平米 | 东南 西北 | 精装 | 高楼层(共12层)  | 板塔结合,1人关注 / 一年前发布,116,"8,227元/平"
白鹭湾五区楼梯中间楼层，公摊小,凯华白鹭湾五区 -赣县区,3室2厅 | 129平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 暂无数据,2人关注 / 7个月以前发布,109,"8,450元/平"
三代同堂 5房享你所享 书香华庭花园人车分流小区,書香华庭 -南康区,5室2厅 | 143.53平米 | 南 | 毛坯 | 低楼层(共28层)  | 板楼,0人关注 / 4个月以前发布,129.9,"9,051元/平"
榕玺台江景房，视野好，地段好，带车位,榕玺台 -赣县区,4室2厅 | 125.61平米 | 南 | 毛坯 | 低楼层(共29层)  | 板楼,0人关注 / 2个月以前发布,139,"11,066元/平"
盈海铂金时代 3室1厅 南,盈海铂金时代 -南康区,3室1厅 | 128.46平米 | 南 | 毛坯 | 低楼层(共26层)  | 暂无数据,0人关注 / 1个月以前发布,65,"5,060元/平"
保利联发康桥通天然气  办公 民水民店,保利联发·康桥 -黄金开发区,3室2厅 | 124平米 | 东南 | 简装 | 中楼层(共30层)  | 板楼,0人关注 / 2个月以前发布,105,"8,468元/平"
万达商圈  锦晖广场  居然之家精品建材馆  一线江景房,汉泰·上上城 -黄金开发区,5室2厅 | 205.23平米 | 南 | 毛坯 | 高楼层(共31层)  | 塔楼,7人关注 / 9个月以前发布,259,"12,620元/平"
户型方正，楼层好，4居室复式楼、采光充足,华晨彩虹城三期 -赣县区,4室2厅 | 117平米 | 南 | 毛坯 | 中楼层(共31层)  | 暂无数据,0人关注 / 6个月以前发布,125,"10,684元/平"
单价8千入住品质小区，四中四小国光旁,樱花公馆 -赣县区,3室2厅 | 122.32平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,8人关注 / 一年前发布,99,"8,094元/平"
开发区  世纪花城  房东急卖 包车位带花园,世纪花城 -黄金开发区,3室2厅 | 114平米 | 南 | 毛坯 | 低楼层(共25层)  | 板楼,4人关注 / 一年前发布,118,"10,351元/平"
佳兴房子 南康面子 正四房带晒台 通透采光好,佳兴文峰花园 -南康区,4室2厅 | 134.8平米 | 南 | 毛坯 | 低楼层(共31层)  | 板楼,3人关注 / 一年前发布,138.8,"10,297元/平"
白鹭湾 富人小区有档次有品位人的选择,凯华白鹭湾五区 -赣县区,3室2厅 | 140.42平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 暂无数据,6人关注 / 一年前发布,108,"7,692元/平"
城南东段，去河边百米内，一梯三户，三房两厅两卫,滨江花城南区 -赣县区,3室2厅 | 130.11平米 | 南 | 毛坯 | 高楼层(共7层)  | 暂无数据,2人关注 / 一年前发布,85,"6,533元/平"
精装三房两卫，边套采光好，中间楼层，有小区停车便利,银鹏花园 -赣县区,3室2厅 | 109.42平米 | 东南 | 简装 | 低楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,71.8,"6,562元/平"
蓉江大盘 正荣悦玺 离新区一桥之隔 比同小区低,正荣·悦玺 -蓉江新区,3室2厅 | 121.3平米 | 南 北 | 毛坯 | 高楼层(共16层)  | 板楼,1人关注 / 6个月以前发布,144,"11,872元/平"
博德星泰名苑，边套大三房，电梯中间楼层，可看江,博德星泰名苑 -章江新区,3室2厅 | 143.9平米 | 南 | 精装 | 中楼层(共24层)  | 板楼,2人关注 / 10个月以前发布,160,"11,119元/平"
章贡区新人民医院章贡中 学旁精装修大2房,章江南苑 -章江新区,2室2厅 | 64.62平米 | 南 | 精装 | 高楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,80,"12,381元/平"
嘉福原山著 4室2厅 南,嘉福原山著 -赣县区,4室2厅 | 143平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 6个月以前发布,109,"7,623元/平"
铭欣华府 3室2厅 南,铭欣华府 -黄金开发区,3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 6个月以前发布,114.9,"9,120元/平"
万象城露台房，保利地产中航物业，满五唯一房东诚意卖,中航·公元二期 -章江新区,4室2厅 | 133平米 | 南 | 毛坯 | 低楼层(共24层)  | 板楼,1人关注 / 3个月以前发布,220,"16,542元/平"
单价8千入住品质小区，四中四小国光旁,樱花公馆 -赣县区,3室2厅 | 122.32平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,8人关注 / 一年前发布,99,"8,094元/平"
康中东门旁 書香华庭五房两厅两卫 静享书香气,書香华庭 -南康区,5室2厅 | 126.24平米 | 东南 | 毛坯 | 中楼层(共32层)  | 板楼,11人关注 / 6个月以前发布,127.9,"10,132元/平"
凯旋珑玺湾，房子户型方正，南北双阳台，楼间距宽。。,珑玺湾 -南康区,4室2厅 | 132平米 | 南 北 | 其他 | 低楼层(共26层)  | 板楼,0人关注 / 2个月以前发布,92,"6,970元/平"
雍晟上城湾畔 3室2厅 南,雍晟上城湾畔 -赣县区,3室2厅 | 114.23平米 | 南 | 精装 | 低楼层(共30层)  | 暂无数据,1人关注 / 一年前发布,116.99,"10,242元/平"
玖珑湾头排高层一线江景毛胚房。视线尽收眼底。,中祥玖珑湾二期 -章江新区,3室2厅 | 143.41平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合,5人关注 / 一年前发布,220,"15,341元/平"
世纪嘉园 3室1厅 南,世纪嘉园 -章江新区,3室1厅 | 99.67平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,1人关注 / 2个月以前发布,142,"14,248元/平"
诚意出售JI少墅墅质大平层不买也来看看,龙兴福居.极少墅 -黄金开发区,4室1厅 | 251.42平米 | 南 | 其他 | 高楼层(共23层)  | 板楼,0人关注 / 2个月以前发布,330,"13,126元/平"
新力帝泊湾二期 3室2厅 南,新力帝泊湾二期 -黄金开发区,3室2厅 | 119.43平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 11个月以前发布,138,"11,555元/平"
学府旁锦绣城江景房南北通透 精装房,锦绣城 -南康区,3室1厅 | 131平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 7个月以前发布,76.8,"5,863元/平"
九里峰山花漫里 4室2厅 南,九里峰山花漫里 -蓉江新区,4室2厅 | 141.32平米 | 南 | 毛坯 | 高楼层(共24层)  | 板塔结合,8人关注 / 一年前发布,120,"8,492元/平"
中梁蟠龙府 3室2厅 南,中梁蟠龙府 -黄金开发区,3室2厅 | 109.31平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 8个月以前发布,118,"10,795元/平"
联泰天璞一期 4室1厅 南,联泰天璞一期 -蓉江新区,4室1厅 | 148.64平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,225,"15,138元/平"
适宜居住社区，基础设施配套齐全，购物娱方便快捷,沁园小区 -黄金开发区,3室2厅 | 143.16平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,7人关注 / 10个月以前发布,95,"6,636元/平"
康达花园 3室1厅 南,康达花园 -老城区,3室1厅 | 97平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 3个月以前发布,59,"6,083元/平"
此房为3房3厅2卫，低楼层，采光好，视野宽阔,阳光城翡丽湾 -蓉江新区,3室2厅 | 116.16平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,148,"12,742元/平"
楼层好，视野宽阔，采光充足，配套设施齐全,星洲湾九境 -黄金开发区,4室1厅 | 152.3平米 | 南 | 毛坯 | 中楼层(共23层)  | 暂无数据,0人关注 / 1个月以前发布,219,"14,380元/平"
环城路，精装房，采光好，诚意出售。,环城路19号 -老城区,2室2厅 | 100平米 | 南 | 精装 | 低楼层(共8层)  | 暂无数据,0人关注 / 一年前发布,75,"7,500元/平"
位置好，江边洋房，交通方便，现房新盘，刚交房,招商·雍景湾 -黄金开发区,4室2厅 | 130.69平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,6人关注 / 11个月以前发布,230,"17,599元/平"
房屋方正，通风采光好，使用面积率高，好晒太阳,中航·公元一期 -章江新区,4室2厅 | 178平米 | 东南 | 毛坯 | 低楼层(共31层)  | 板楼,31人关注 / 一年前发布,282,"15,843元/平"
容江新区毅徳融城毛坯现房，高楼层，采光视野都很好,毅德融城 -蓉江新区,4室2厅 | 123平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,17人关注 / 11个月以前发布,96,"7,805元/平"
共8楼的电梯小洋房，中间楼层，采光充足，交通便利,中梁江督府 -章江新区,4室1厅 | 123平米 | 南 | 毛坯 | 中楼层(共8层)  | 板楼,10人关注 / 7个月以前发布,220,"17,887元/平"
龙岭赣南汽车城康顺花苑 3房2厅,城发康顺花苑 -蓉江新区,3室2厅 | 130.62平米 | 南 | 毛坯 | 高楼层(共14层)  | 暂无数据,0人关注 / 10个月以前发布,86,"6,584元/平"
经济开发区劲嘉山与城124平118万,劲嘉山与城 -黄金开发区,3室2厅 | 124平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 一年前发布,118,"9,517元/平"
经开区视野开阔，楼层适中，交通路网四通八达,劲嘉山与城 -黄金开发区,3室2厅 | 117平米 | 南 | 毛坯 | 中楼层(共31层)  | 塔楼,0人关注 / 4个月以前发布,110,"9,402元/平"
文明苑，财政局单位房，精装修有楼顶平台，有车库,文明苑 -老城区,3室2厅 | 151.9平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,3人关注 / 7个月以前发布,108,"7,110元/平"
