标题,开发商,房子信息,发布信息,售价/万,单价
13年新社区，小区管理严格，户型方正，出行便利,建华温泉公寓二区 -五一广场,3室1厅 | 105.51平米 | 南 北 | 毛坯 | 高楼层(共24层)  | 塔楼,2人关注 / 一年前发布,375,"35,542元/平"
贵荣苑 此房满二年，毛坯便宜~·,贵安新天地贵荣苑 -贵安,3室1厅 | 129.87平米 | 南 | 毛坯 | 低楼层(共32层)  | 板楼,1人关注 / 2个月以前发布,66,"5,083元/平"
贵荣苑 中楼层 端头三房 满二 业主诚意出售,贵安新天地贵荣苑 -贵安,3室2厅 | 99.8平米 | 西南 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 一年前发布,72,"7,215元/平"
贵尊苑 高楼层 端头大四房 全视野 无遮挡,贵安新天地贵尊苑A区 -贵安,4室2厅 | 120平米 | 东南 | 毛坯 | 高楼层(共17层)  | 塔楼,3人关注 / 一年前发布,75,"6,250元/平"
此房满二，无遮挡，通风良好，东端头避免西晒,贵安新天地贵居苑 -贵安,3室2厅 | 117平米 | 南 | 毛坯 | 低楼层(共26层)  | 板楼,4人关注 / 一年前发布,59.5,"5,086元/平"
贵安新天地贵府苑满二不唯一，高层视野开阔景色好,贵安新天地贵府苑 -贵安,3室2厅 | 118平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,1人关注 / 一年前发布,95,"8,051元/平"
满两年，金山小，出租装修，通透户型，房东诚意卖房,傲梅苑 -榕城广场,4室2厅 | 155.89平米 | 南 | 精装 | 低楼层(共10层)  | 板塔结合,2人关注 / 一年前发布,425,"27,263元/平"
贵豪苑精装99平三两卫，宽敞通透双阳台，住130平感觉,贵豪苑 -贵安,3室2厅 | 97.78平米 | 东南 | 精装 | 中楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,81.6,"8,346元/平"
南江滨 居家大三房 带车位 配套成熟,闽江世纪城A区 -南江滨,3室2厅 | 110平米 | 东南 | 简装 | 低楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,298,"27,091元/平"
贵尊苑 精装3房 中高层 拎包入住 采光通风好,贵尊苑B区 -贵安,3室1厅 | 79.72平米 | 南 北 | 精装 | 中楼层(共31层)  | 板楼,0人关注 / 4个月以前发布,63.5,"7,966元/平"
南门兜西洋站黎明湖大四房南洋新村,南洋新村 -乌山路,4室2厅 | 112.4平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,1人关注 / 6个月以前发布,298,"26,513元/平"
贵安新天地贵居苑    大平方,贵安新天地贵居苑 -贵安,4室2厅 | 139.8平米 | 南 北 | 毛坯 | 高楼层(共22层)  | 板楼,3人关注 / 7个月以前发布,70.4,"5,036元/平"
此房是端头四房，一中门口，生活方便,贵安新天地贵岚苑 -贵安,4室2厅 | 145.01平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,0人关注 / 5个月以前发布,86,"5,931元/平"
鼓楼区，朝南精装单身公寓，电梯高层视野好，阳光物业,阳光乌山荣域A区 -乌山路,1室1厅 | 45.22平米 | 南 北 | 简装 | 高楼层(共16层)  | 板塔结合,3人关注 / 一年前发布,146,"32,287元/平"
温泉公园，电梯3房，全明户型，卫生间带窗户，接方便,康光温泉 -五四路（温泉公园）,3室2厅 | 117.54平米 | 西北 | 精装 | 中楼层(共17层)  | 板塔结合,1人关注 / 5个月以前发布,498,"42,369元/平"
贵尊苑视野好，中高层人气小区看花海,贵安新天地贵尊苑A区 -贵安,3室1厅 | 109平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 塔楼,0人关注 / 2个月以前发布,73.3,"6,725元/平"
标准大三房，很划算的价格，先到先得,贵富苑 -贵安,3室1厅 | 90.13平米 | 东 | 精装 | 中楼层(共29层)  | 板楼,0人关注 / 10个月以前发布,89.3,"9,908元/平"
总价4开头 贵锦苑精装修两房 带储藏间 带大草地,贵安新天地贵锦苑 -贵安,2室2厅 | 78.2平米 | 南 | 简装 | 低楼层(共30层)  | 板楼,0人关注 / 2个月以前发布,43.9,"5,614元/平"
贵安新天地贵泉苑 3室2厅 南,贵安新天地贵泉苑 -贵安,3室2厅 | 115平米 | 南 | 精装 | 低楼层(共31层)  | 板楼,0人关注 / 2个月以前发布,82,"7,131元/平"
上城国际北区3-2-1-2 118.56m² 218 万,上城国际北区 -火车南站,3室2厅 | 118.56平米 | 南 | 简装 | 低楼层(共15层)  | 板塔结合,0人关注 / 6个月以前发布,200,"16,870元/平"
福新西路居家电梯三房拎包即住！地理位置优越。,吉翔双子星大厦 -五一广场,3室1厅 | 69.21平米 | 西 | 精装 | 中楼层(共33层)  | 塔楼,3人关注 / 8个月以前发布,182,"26,297元/平"
温馨大三房独立餐厅 端头三面采光 朝南全新,贵安新天地贵泉苑 -贵安,3室2厅 | 100.45平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,77,"7,666元/平"
一号线地铁口 次新社区 滨海橙里三房,滨海橙里 -南江滨,3室2厅 | 82.98平米 | 南 西南 北 | 毛坯 | 高楼层(共20层)  | 板楼,4人关注 / 6个月以前发布,180,"21,692元/平"
品质社区，精装两房，直接拎包入住,万科金域榕郡 -五四北,2室2厅 | 78.97平米 | 南 | 精装 | 33层  | 平房,1人关注 / 3个月以前发布,240,"30,392元/平"
林业厅北院楼 独栋管理 社区安静 中山 十九,林业厅北院楼 -省政府,3室2厅 | 88.21平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,260,"29,476元/平"
电梯单身公寓 地段好 精装 环境好,澳林大厦 -乌山路,1室1厅 | 38.79平米 | 西 | 精装 | 中楼层(共12层)  | 塔楼,0人关注 / 7个月以前发布,130,"33,514元/平"
万达商圈 台江榕博 华伦旁 电梯精装三房,武夷绿洲一期 -光明港,3室2厅 | 104.82平米 | 南 北 | 精装 | 低楼层(共8层)  | 板楼,0人关注 / 3个月以前发布,217,"20,703元/平"
新上璀璨天城一期 满2毛胚房 交通方便五里亭地铁口,世茂璀璨天城一期 -福马路,4室2厅 | 127.27平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,420,"33,001元/平"
北二环长冠城 商品房 天元花园 电梯房 南北通透三房,天元花园 -省体湖前,3室2厅 | 126.3平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,8人关注 / 一年前发布,355,"28,108元/平"
二环边上， 电梯中高层 ，装修大3房， 王庄商圈比较近,铧兴花园 -福马路,3室2厅 | 153.73平米 | 南 西 | 精装 | 高楼层(共16层)  | 塔楼,0人关注 / 一年前发布,330,"21,467元/平"
一号线地铁口，商品房花园社区，毛坯三房,新仓山洋楼 -南江滨,3室1厅 | 90.08平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,1人关注 / 4个月以前发布,189,"20,982元/平"
省体02年社区：光线充足，户型漂亮，中间楼层,琴亭苑 -省体湖前,3室2厅 | 122平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,2人关注 / 6个月以前发布,279,"22,869元/平"
次新社区 世茂璀璨天城 3房复式 可议价,世茂璀璨天城一期 -福马路,3室2厅 | 86.19平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,2人关注 / 4个月以前发布,300,"34,807元/平"
华林路地铁口花园式社区，人文素质高，交通方便,鸿裕温泉花园 -省体湖前,2室1厅 | 83.42平米 | 南 | 简装 | 低楼层(共9层)  | 塔楼,5人关注 / 6个月以前发布,256,"30,689元/平"
福马路 三远佳园149万 3房 电梯 高层望江,三远佳园 -鼓山新东区,3室2厅 | 89.56平米 | 南 | 简装 | 高楼层(共26层)  | 板楼,0人关注 / 4个月以前发布,146,"16,302元/平"
天元山庄 花园社区 距离屏西小150米,天元花园 -省体湖前,3室2厅 | 125.79平米 | 南 北 | 简装 | 低楼层(共8层)  | 板楼,3人关注 / 4个月以前发布,350,"27,825元/平"
晋安区 电梯精装三房 商场旁 近泰禾,福州温泉城泉景A区 -桂湖,3室2厅 | 90.37平米 | 南 | 精装 | 低楼层(共16层)  | 暂无数据,2人关注 / 7个月以前发布,81,"8,964元/平"
二环旁，永恒新村精装三房低总价,梅柳永恒新村 -省体湖前,3室1厅 | 66.27平米 | 南 北 | 精装 | 高楼层(共8层)  | 板楼,0人关注 / 5个月以前发布,158,"23,842元/平"
万达旁  大三房  视野无遮挡,康桥丹堤 -福州高新区,3室1厅 | 109平米 | 南 | 毛坯 | 高楼层(共40层)  | 板楼,0人关注 / 3个月以前发布,188,"17,248元/平"
阳光城翡丽湾、高楼层，采光好，,长乐阳光城翡丽湾 -首营新区,3室2厅 | 124.17平米 | 南 北 | 毛坯 | 高楼层(共39层)  | 板楼,1人关注 / 一年前发布,225,"18,121元/平"
树兜地铁口旁。电梯商品房社区，华林御景，电梯高层！,华林御景 -省体湖前,3室1厅 | 149平米 | 西南 | 简装 | 中楼层(共33层)  | 板塔结合,8人关注 / 6个月以前发布,375,"25,168元/平"
楼栋好，视野佳，社区中间位置，7.5米大阳台,三盛国际公园•贝肯郡 -五四北,2室2厅 | 92.18平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼,2人关注 / 3个月以前发布,179,"19,419元/平"
东二环保利香槟国际/精装三房出售,保利香槟国际 -东二环,3室1厅 | 91.16平米 | 南 | 简装 | 中楼层(共36层)  | 塔楼,6人关注 / 4个月以前发布,299,"32,800元/平"
台江万达，海润滨江沿江一排看江房，4号地铁口,海润滨江花园A区 -台江万达,3室2厅 | 137.81平米 | 南 西 | 精装 | 高楼层(共27层)  | 板塔结合,3人关注 / 5个月以前发布,399,"28,953元/平"
钱塘、屏东。西湖左海公园大3房，还有20平私家露台,省农房宿舍 -左海西湖,3室1厅 | 88.56平米 | 南 | 简装 | 低楼层(共7层)  | 平房,0人关注 / 11个月以前发布,338,"38,167元/平"
树兜地铁里，五四路边，省政府，华林御景，电梯高层！,华林御景 -省体湖前,3室2厅 | 149平米 | 西南 | 简装 | 中楼层(共33层)  | 板塔结合,22人关注 / 6个月以前发布,376,"25,235元/平"
东泰禾商圈电梯房交通便利花园社区采光好通风,岳峰新城三区 -东二环,2室2厅 | 61.13平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,168,"27,483元/平"
贴砖单位宿舍 屏山地铁口 钱塘 楼层好 南北三房,福印小区 -省政府,3室2厅 | 86.43平米 | 南 北 | 精装 | 高楼层(共4层)  | 板楼,0人关注 / 一年前发布,545,"63,057元/平"
象园小旁  西南北 标准两大房 低总价,王庄新村四区 -王庄,2室1厅 | 62.81平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,25人关注 / 一年前发布,118,"18,787元/平"
北二环长冠城 商品房 天元花园 电梯房 南北通透三房,天元花园 -省体湖前,3室2厅 | 126.3平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,8人关注 / 一年前发布,355,"28,108元/平"
一号线地铁口，商品房花园社区，毛坯三房,新仓山洋楼 -南江滨,3室1厅 | 90.08平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,1人关注 / 4个月以前发布,189,"20,982元/平"
楼栋好，视野佳，社区中间位置，7.5米大阳台,三盛国际公园•贝肯郡 -五四北,2室2厅 | 92.18平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼,2人关注 / 3个月以前发布,179,"19,419元/平"
钱塘、屏东。西湖左海公园大3房，还有20平私家露台,省农房宿舍 -左海西湖,3室1厅 | 88.56平米 | 南 | 简装 | 低楼层(共7层)  | 平房,0人关注 / 11个月以前发布,338,"38,167元/平"
树兜地铁里，五四路边，省政府，华林御景，电梯高层！,华林御景 -省体湖前,3室2厅 | 149平米 | 西南 | 简装 | 中楼层(共33层)  | 板塔结合,22人关注 / 6个月以前发布,376,"25,235元/平"
贴砖单位宿舍 屏山地铁口 钱塘 楼层好 南北三房,福印小区 -省政府,3室2厅 | 86.43平米 | 南 北 | 精装 | 高楼层(共4层)  | 板楼,0人关注 / 一年前发布,545,"63,057元/平"
贵尊苑A区，门口花海公园，视野开阔,贵安新天地贵尊苑A区 -贵安,3室2厅 | 87.91平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板楼,1人关注 / 一年前发布,63.9,"7,269元/平"
此房满二年 楼层好 采光好 小区位置好,贵安新天地贵阁苑 -贵安,2室1厅 | 85.17平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,56.5,"6,634元/平"
贵府苑 环境优美 空气清新 生活配套齐全,贵安新天地贵府苑 -贵安,2室2厅 | 69.87平米 | 南 北 | 精装 | 低楼层(共30层)  | 板楼,2人关注 / 7个月以前发布,48,"6,870元/平"
此房满二免增值税，离菜市场近三面采光拎包入住加车位,贵安新天地贵香苑 -贵安,3室2厅 | 137.02平米 | 南 北 | 简装 | 中楼层(共22层)  | 板楼,0人关注 / 1个月以前发布,75,"5,474元/平"
精装三房，贵泉苑，网红小区，拎包入住,贵安新天地贵泉苑 -贵安,3室2厅 | 108.91平米 | 南 北 | 精装 | 中楼层(共31层)  | 板楼,0人关注 / 2个月以前发布,85,"7,805元/平"
人气小区 高层居家精装三房 贵泉苑,贵安新天地贵泉苑 -贵安,3室2厅 | 100.33平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,83,"8,273元/平"
贵岚苑 满二年，毛坯三房，视野开阔，上学生活方便,贵安新天地贵岚苑 -贵安,3室2厅 | 108.69平米 | 西 | 毛坯 | 低楼层(共32层)  | 塔楼,0人关注 / 7个月以前发布,63.8,"5,870元/平"
一中旁 入户前后三阳台  三开间朝南视野开阔无遮挡,贵安新天地贵祥苑 -贵安,3室2厅 | 130平米 | 西南 | 毛坯 | 高楼层(共18层)  | 板楼,2人关注 / 2个月以前发布,70,"5,385元/平"
正荣财富中心住宅，精装修20几万，三房,正荣财富中心 -闽侯大学城,3室2厅 | 88.16平米 | 西南 | 精装 | 低楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,192,"21,779元/平"
博仕后悦府，端头精装三房，满两年,博仕后悦府 -闽侯大学城,3室1厅 | 103.13平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,0人关注 / 2个月以前发布,238,"23,078元/平"
贵安新天地贵雅苑大三房，采光好！,贵安新天地贵雅苑 -贵安,3室2厅 | 136.97平米 | 东南 | 毛坯 | 中楼层(共22层)  | 板楼,0人关注 / 9个月以前发布,76,"5,549元/平"
此房高层，视野开阔空气好，楼下店面多生活方便。,贵尊苑B区 -贵安,3室2厅 | 88.7平米 | 东南 | 精装 | 高楼层(共22层)  | 暂无数据,1人关注 / 7个月以前发布,70.5,"7,949元/平"
贵盛苑 满两年，适合家里有孩子和老人居住,贵安新天地贵盛苑 -贵安,2室2厅 | 78.04平米 | 西 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 9个月以前发布,50.5,"6,472元/平"
高新区，万达边上，高层，毛坯房，诚意出售,乌龙江大区 -福州高新区,3室2厅 | 99.28平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 平房,4人关注 / 8个月以前发布,149,"15,009元/平"
贵泉苑 ，  精装  ，76平拎包入住。,贵安新天地贵泉苑 -贵安,3室2厅 | 75.9平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 10个月以前发布,68,"8,960元/平"
福寿巷，温泉公园边，温泉校区隔壁，中间楼层，采光好,福寿巷13号 -五四路（温泉公园）,3室1厅 | 90.4平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,3人关注 / 7个月以前发布,320,"35,399元/平"
阳光城翡丽湾 毛坯   楼层好,阳光城翡丽湾 -福州高新区,3室2厅 | 95.63平米 | 东南 北 | 毛坯 | 低楼层(共31层)  | 板楼,0人关注 / 6个月以前发布,180,"18,823元/平"
博士后公馆，洪塘桥头，高层精装大三房，通透户型,博仕后公馆 -上街,3室2厅 | 118.55平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,13人关注 / 一年前发布,209,"17,630元/平"
阳光城翡丽湾，满两年，无解押，纯毛坯,阳光城翡丽湾 -福州高新区,3室2厅 | 82.89平米 | 南 | 毛坯 | 高楼层(共31层)  | 平房,0人关注 / 4个月以前发布,166,"20,027元/平"
入钱塘，外墙贴砖，中间楼层，社区停车方便。,嘉信花园 -左海西湖,2室1厅 | 75平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 4个月以前发布,390,"52,000元/平"
贵富苑 大四房 享受型户型 满二,贵富苑 -贵安,4室2厅 | 132.55平米 | 东南 | 毛坯 | 低楼层(共26层)  | 板楼,1人关注 / 一年前发布,90,"6,790元/平"
桥头堡精装修三房，户型方正，采光好，视野好,碧桂园十里江湾 -福州高新区,3室2厅 | 76.12平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,1人关注 / 3个月以前发布,155,"20,363元/平"
桥头堡精装修三房，户型方正，采光好,碧桂园十里江湾 -福州高新区,3室2厅 | 79.17平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 2个月以前发布,159.5,"20,147元/平"
贵泉苑 精装全新未入住  南北空气对流 采光通风好 ．,贵安新天地贵泉苑 -贵安,3室2厅 | 88.48平米 | 南 | 精装 | 中楼层(共25层)  | 板楼,1人关注 / 3个月以前发布,71,"8,025元/平"
满两年，一卡一户省级园林社区，南北通透，纯毛坯出售,世茂茶亭臻园 -茶亭,4室2厅 | 241.08平米 | 南 北 | 毛坯 | 低楼层(共52层)  | 板楼,7人关注 / 7个月以前发布,729,"30,239元/平"
泰禾红悦 端头做四房 高新区万达 福耀科技大学旁,泰禾红悦 -福州高新区,4室2厅 | 117.31平米 | 南 | 毛坯 | 中楼层(共30层)  | 板楼,0人关注 / 2个月以前发布,177,"15,089元/平"
西湖，总价低，湖滨十八，框架三房，采光好端头户,湖滨新城北院 -左海西湖,3室1厅 | 87.17平米 | 南 北 | 简装 | 中楼层(共9层)  | 板楼,0人关注 / 7个月以前发布,350,"40,152元/平"
十里江湾在浦上大桥桥头堡的位置，开发商精装修。,碧桂园十里江湾 -福州高新区,3室1厅 | 87.52平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,2人关注 / 11个月以前发布,195,"22,281元/平"
